name,model,M,mse,z,t0,amplitude,mwebv,mwr_v,max_mag
SNAD135,nugent-sn1a,-20.430934437785098,2.2656882156730707e-10,0.2375189057872503,59603.31995608988,9.469653964810076e-09,0.02,3.1,20.01469
SNAD135,nugent-sn2l,-20.430689004073656,2.379330496996688e-10,0.23749515013133174,59611.37364931686,1.4165460332155986e-08,0.02,3.1,20.01469
SNAD135,nugent-sn1bc,-20.43077210302384,2.498968659386952e-10,0.237503193076519,59605.35356168821,1.598815999971273e-08,0.02,3.1,20.01469
SNAD135,nugent-sn2p,-20.430704763358975,2.5845064796391077e-10,0.2374966754149226,59611.37443202176,1.4052081758965274e-08,0.02,3.1,20.01469
SNAD136,nugent-sn1a,-21.890795203880295,7.151114347636062e-11,0.2976999827969369,58343.40677037773,1.3319499840037114e-08,0.03,3.1,19.113987
SNAD136,nugent-sn2n,-15.70016909155887,8.773386557401484e-11,0.020401054116194348,58351.02954892125,1.8436381042516077e-08,0.03,3.1,19.113987
SNAD136,nugent-sn2p,-21.89236308209633,1.0281162115309133e-10,0.29788686877416815,58350.527986669134,1.5027722121018897e-08,0.03,3.1,19.113987
SNAD136,nugent-sn2l,-21.558163953085845,1.0381943617109747e-10,0.26040247843898173,58350.69306999661,1.9304128293662696e-08,0.03,3.1,19.113987
SNAD136,nugent-sn1bc,-21.632982901519966,1.0824664721408354e-10,0.26839559866724194,58347.305928089365,1.5378075770475338e-08,0.03,3.1,19.113987
SNAD137,nugent-sn2p,-19.523161551301065,1.299332431248225e-09,0.11530236220679582,58238.92269563225,1.739723634243216e-08,0.03,3.1,19.195023
SNAD137,nugent-sn2n,-21.696487255626472,1.39348086966711e-09,0.2844802161443554,58237.63639493593,1.181649272412134e-08,0.03,3.1,19.195023
SNAD137,nugent-sn1a,-20.35105559162068,1.6978146647027973e-09,0.16376894812598344,58236.27466014203,1.811010129824499e-08,0.03,3.1,19.195023
SNAD137,nugent-sn1bc,-17.11871589926688,1.8972104750434097e-09,0.04011385530651423,58239.49821575294,2.1567372735745934e-08,0.03,3.1,19.195023
SNAD137,nugent-sn2l,-19.80560087466037,2.2688490067318036e-09,0.13007991006791164,58243.51613169769,2.756266312541827e-08,0.03,3.1,19.195023
SNAD138,nugent-sn2p,-18.806664390546104,3.154191262368239e-10,0.11566127732166187,58294.09597349186,5.628471142204221e-09,0.02,3.1,19.918774
SNAD138,nugent-sn2n,-15.977745069553322,3.1542494779363986e-10,0.033266668491286476,58293.20543487732,5.812299997797944e-09,0.02,3.1,19.918774
SNAD138,nugent-sn1a,-19.49892853262314,3.5066436205761823e-10,0.15517755408586312,58288.48862782358,5.811915100059976e-09,0.02,3.1,19.918774
SNAD138,nugent-sn1bc,-14.54687958777356,3.793351042753461e-10,0.01741480880607615,58292.700470895135,7.1615129469930894e-09,0.02,3.1,19.918774
SNAD138,nugent-sn2l,-17.23327052522575,4.222903316000765e-10,0.05825580289328825,58296.164980058995,8.799378848247385e-09,0.02,3.1,19.918774
SNAD139,nugent-sn2p,-19.75868206228903,1.310167892004054e-09,0.11688640200252552,58199.59145868007,2.272404580972275e-08,0.03,3.1,18.991358
SNAD139,nugent-sn2n,-15.566830411050542,1.6757394002104898e-09,0.018162814802788942,58200.77143783817,2.135373827215416e-08,0.03,3.1,18.991358
SNAD139,nugent-sn2l,-18.816229421861795,1.8040361817421423e-09,0.07772884155950213,58200.67609491423,3.670145297654547e-08,0.03,3.1,18.991358
SNAD139,nugent-sn1bc,-14.318176410945913,2.0374263702796237e-09,0.010280672533683331,58199.56661380787,2.7782815999468823e-08,0.03,3.1,18.991358
SNAD139,nugent-sn1a,-20.529579550564275,2.282705147804543e-09,0.1620523219747276,58196.8415474334,2.3558587244861065e-08,0.03,3.1,18.991358
SNAD140,nugent-sn2p,-19.537392269511507,1.5486329889090972e-09,0.11491083283834723,58190.58946582246,2.009441255487831e-08,0.04,3.1,19.172855
SNAD140,nugent-sn2n,-21.83428593980424,1.573234241770451e-09,0.297981177386823,58189.24851723063,1.3721612096684466e-08,0.04,3.1,19.172855
SNAD140,nugent-sn1bc,-17.237089076732083,1.9209993132349867e-09,0.041877700012810694,58186.99792446381,2.7714701972430485e-08,0.04,3.1,19.172855
SNAD140,nugent-sn1a,-20.34713273188796,1.9430343799964792e-09,0.16198779793360457,58191.486424177645,1.9554204281090454e-08,0.04,3.1,19.172855
